Timestamp,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],Disk throughput,Network throughput,Overall usage,Winner
10.11.2015 17:15:00,2,0,71,1.56,8388608,899259,10.72,0,7,64,5,5,7,10,29.28,0
10.11.2015 17:20:00,2,0,72,1.57,8388608,910164,10.85,0,8,64,5,5,8,10,30.42,0
10.11.2015 17:25:00,2,0,69,1.52,8388608,1033476,12.32,0,8,64,5,5,8,10,31.84,0
10.11.2015 17:30:00,2,0,81,1.77,8388608,1106457,13.19,0,7,64,5,5,7,10,31.96,0
10.11.2015 17:35:00,2,0,72,1.57,8388608,1212154,14.45,0,7,64,5,5,7,10,33.019999999999996,1
10.11.2015 17:40:00,2,0,69,1.51,8388608,910164,10.85,0,6,64,5,5,6,10,28.36,0
10.11.2015 17:45:00,2,0,71,1.56,8388608,966368,11.52,0,7,64,5,5,7,10,30.08,0
10.11.2015 17:50:00,2,0,70,1.52,8388608,821245,9.79,0,7,64,5,5,7,10,28.31,0
10.11.2015 17:55:00,2,0,70,1.54,8388608,910164,10.85,0,7,64,6,6,7,12,31.39,0
10.11.2015 18:00:00,2,0,71,1.56,8388608,989017,11.79,0,7,64,5,5,7,10,30.35,0
10.11.2015 18:05:00,2,0,71,1.57,8388608,838022,9.99,0,7,64,5,5,7,10,28.560000000000002,0
10.11.2015 18:10:00,2,0,69,1.53,8388608,888354,10.59,0,7,64,5,5,7,10,29.119999999999997,0
10.11.2015 18:15:00,2,0,71,1.54,8388608,1201249,14.32,0,7,64,6,5,7,11,33.86,1
10.11.2015 18:20:00,2,0,70,1.54,8388608,1033476,12.32,0,7,64,5,5,7,10,30.86,0
10.11.2015 18:25:00,2,0,70,1.52,8388608,1022571,12.19,0,8,64,5,5,8,10,31.71,0
10.11.2015 18:30:00,2,0,81,1.78,8388608,1469684,17.52,0,7,64,5,5,7,10,36.3,1
10.11.2015 18:35:00,2,0,72,1.57,8388608,1363149,16.25,0,7,64,5,5,7,10,34.82,1
10.11.2015 18:40:00,2,0,69,1.51,8388608,1056126,12.59,0,6,64,6,6,6,12,32.1,0
10.11.2015 18:45:00,2,0,71,1.57,8388608,1061159,12.65,0,7,64,5,5,7,10,31.22,0
10.11.2015 18:50:00,2,0,71,1.56,8388608,994050,11.85,0,7,64,5,5,7,10,30.41,0
10.11.2015 18:55:00,2,0,69,1.51,8388608,1061159,12.65,0,6,64,5,5,6,10,30.16,0
10.11.2015 19:00:00,2,0,70,1.54,8388608,1134140,13.52,0,7,64,5,5,7,10,32.06,0
10.11.2015 19:05:00,2,0,72,1.57,8388608,943718,11.25,0,8,64,5,5,8,10,30.82,0
10.11.2015 19:10:00,2,0,68,1.48,8388608,938685,11.19,0,8,64,5,5,8,10,30.67,0
10.11.2015 19:15:00,2,0,70,1.54,8388608,1056126,12.59,0,8,64,5,5,8,10,32.129999999999995,0
10.11.2015 19:20:00,2,0,71,1.57,8388608,865704,10.32,0,7,64,5,5,7,10,28.89,0
10.11.2015 19:25:00,2,0,71,1.54,8388608,826278,9.85,0,7,64,6,6,7,12,30.39,0
10.11.2015 19:30:00,2,0,81,1.77,8388608,1352244,16.12,0,8,64,5,5,8,10,35.89,1
10.11.2015 19:35:00,2,0,72,1.58,8388608,1436130,17.12,0,7,64,5,5,7,10,35.7,1
10.11.2015 19:40:00,2,0,67,1.48,8388608,1128268,13.45,0,6,64,5,5,6,10,30.93,0
10.11.2015 19:45:00,2,0,71,1.57,8388608,955462,11.39,0,7,64,5,5,7,10,29.96,0
10.11.2015 19:50:00,2,0,70,1.54,8388608,871576,10.39,0,6,64,5,5,6,10,27.93,0
10.11.2015 19:55:00,2,0,70,1.52,8388608,838022,9.99,0,6,64,5,5,6,10,27.509999999999998,0
10.11.2015 20:00:00,2,0,71,1.55,8388608,871576,10.39,0,7,64,5,5,7,10,28.94,0
10.11.2015 20:05:00,2,0,71,1.55,8388608,821245,9.79,0,7,64,5,5,7,10,28.34,0
10.11.2015 20:10:00,2,0,70,1.54,8388608,854799,10.19,0,6,64,6,6,6,12,29.73,0
10.11.2015 20:15:00,2,0,71,1.56,8388608,938685,11.19,0,7,64,5,5,7,10,29.75,0
10.11.2015 20:20:00,2,0,71,1.56,8388608,1274230,15.19,0,8,64,5,5,8,10,34.75,1
10.11.2015 20:25:00,2,0,68,1.5,8388608,1089680,12.99,0,7,64,5,5,7,10,31.490000000000002,0
10.11.2015 20:30:00,2,0,81,1.77,8388608,1190343,14.19,0,7,64,5,5,7,10,32.96,1
10.11.2015 20:35:00,2,0,72,1.57,8388608,1190343,14.19,0,7,64,5,5,7,10,32.76,0
10.11.2015 20:40:00,2,0,67,1.48,8388608,955462,11.39,0,7,64,5,5,7,10,29.87,0
10.11.2015 20:45:00,2,0,71,1.56,8388608,1039349,12.39,0,7,64,5,5,7,10,30.950000000000003,0
10.11.2015 20:50:00,2,0,72,1.57,8388608,938685,11.19,0,7,64,5,5,7,10,29.759999999999998,0
10.11.2015 20:55:00,2,0,70,1.54,8388608,972240,11.59,0,7,64,6,6,7,12,32.129999999999995,0
10.11.2015 21:00:00,2,0,71,1.55,8388608,1072903,12.79,0,7,64,5,5,7,10,31.34,0
10.11.2015 21:05:00,2,0,72,1.58,8388608,1123235,13.39,0,7,64,5,5,7,10,31.97,0
10.11.2015 21:10:00,2,0,69,1.51,8388608,1089680,12.99,0,7,64,5,5,7,10,31.5,0
10.11.2015 21:15:00,2,0,70,1.54,8388608,972240,11.59,0,7,64,5,5,7,10,30.13,0
10.11.2015 21:20:00,2,0,72,1.57,8388608,921908,10.99,0,8,64,5,5,8,10,30.560000000000002,0
10.11.2015 21:25:00,2,0,69,1.51,8388608,972240,11.59,0,8,64,5,5,8,10,31.1,0
10.11.2015 21:30:00,2,0,79,1.73,8388608,1167694,13.92,0,7,64,5,5,7,10,32.65,0
10.11.2015 21:35:00,2,0,71,1.56,8388608,1279263,15.25,0,7,64,5,5,7,10,33.81,1
10.11.2015 21:40:00,2,0,71,1.55,8388608,999922,11.92,0,7,64,6,6,7,12,32.47,0
10.11.2015 21:45:00,2,0,69,1.51,8388608,1072903,12.79,0,8,64,5,5,8,10,32.3,0
10.11.2015 21:50:00,2,0,70,1.54,8388608,1067031,12.72,0,8,64,5,5,8,10,32.260000000000005,0
10.11.2015 21:55:00,2,0,69,1.52,8388608,826278,9.85,0,8,64,5,5,8,10,29.369999999999997,0
10.11.2015 22:00:00,2,0,69,1.51,8388608,916036,10.92,0,8,64,5,5,8,10,30.43,0
10.11.2015 22:05:00,2,0,70,1.52,8388608,1033476,12.32,0,9,64,5,5,9,10,32.84,1
10.11.2015 22:10:00,2,0,70,1.54,8388608,876610,10.45,0,8,64,5,5,8,10,29.99,0
10.11.2015 22:15:00,2,0,68,1.5,8388608,938685,11.19,0,8,64,5,5,8,10,30.689999999999998,0
10.11.2015 22:20:00,2,0,71,1.55,8388608,899259,10.72,0,7,64,5,5,7,10,29.270000000000003,0
10.11.2015 22:25:00,2,0,71,1.56,8388608,1010827,12.05,0,6,64,6,5,6,11,30.61,0
10.11.2015 22:30:00,2,0,77,1.7,8388608,1234803,14.72,0,7,64,5,5,7,10,33.42,1
10.11.2015 22:35:00,2,0,71,1.56,8388608,1140012,13.59,0,8,64,5,5,8,10,33.15,1
10.11.2015 22:40:00,2,0,71,1.55,8388608,843055,10.05,0,8,64,5,5,8,10,29.6,0
10.11.2015 22:45:00,2,0,70,1.53,8388608,1061159,12.65,0,8,64,5,5,8,10,32.18,0
10.11.2015 22:50:00,2,0,71,1.56,8388608,708837,8.45,0,8,64,5,5,8,10,28.009999999999998,0
10.11.2015 22:55:00,2,0,70,1.54,8388608,899259,10.72,0,8,64,5,5,8,10,30.26,0
10.11.2015 23:00:00,2,0,69,1.52,8388608,943718,11.25,0,8,64,5,5,8,10,30.77,0
10.11.2015 23:05:00,2,0,72,1.58,8388608,943718,11.25,0,8,64,5,5,8,10,30.83,0
10.11.2015 23:10:00,2,0,71,1.56,8388608,876610,10.45,0,8,64,6,6,8,12,32.01,0
10.11.2015 23:15:00,2,0,69,1.51,8388608,1106457,13.19,0,8,64,5,5,8,10,32.7,0
10.11.2015 23:20:00,2,0,71,1.55,8388608,966368,11.52,0,8,64,6,5,8,11,32.07,0
10.11.2015 23:25:00,2,0,71,1.56,8388608,1022571,12.19,0,8,64,5,5,8,10,31.75,0
10.11.2015 23:30:00,2,0,79,1.73,8388608,1044382,12.45,0,8,64,5,5,8,10,32.18,0
10.11.2015 23:35:00,2,0,70,1.54,8388608,1201249,14.32,0,7,64,5,5,7,10,32.86,1
10.11.2015 23:40:00,2,0,69,1.5,8388608,1094713,13.05,0,7,64,5,5,7,10,31.55,0
10.11.2015 23:45:00,2,0,68,1.49,8388608,1089680,12.99,0,7,64,5,5,7,10,31.48,0
10.11.2015 23:50:00,2,0,70,1.53,8388608,1056126,12.59,0,6,64,5,5,6,10,30.119999999999997,0
10.11.2015 23:55:00,2,0,72,1.58,8388608,983145,11.72,0,8,64,6,6,8,12,33.3,1
11.11.2015 00:00:00,2,0,68,1.48,8388608,966368,11.52,0,6,64,5,5,6,10,29.0,0
11.11.2015 00:05:00,2,0,71,1.57,8388608,754136,8.99,0,7,64,5,5,7,10,27.560000000000002,0
11.11.2015 00:10:00,2,0,71,1.56,8388608,1022571,12.19,0,8,64,5,5,8,10,31.75,0
11.11.2015 00:15:00,2,0,67,1.48,8388608,787690,9.39,0,7,64,5,5,7,10,27.87,0
11.11.2015 00:20:00,2,0,72,1.57,8388608,999922,11.92,0,8,64,5,5,8,10,31.490000000000002,0
11.11.2015 00:25:00,2,0,92,2.02,8388608,809501,9.65,0,9,64,11,216,9,227,247.67000000000002,1
11.11.2015 00:30:00,2,0,117,2.56,8388608,2604663,31.05,0,8,64,18,527,8,545,586.61,1
11.11.2015 00:35:00,2,0,71,1.56,8388608,1710437,20.39,0,8,64,5,5,8,10,39.95,1
11.11.2015 00:40:00,2,0,70,1.54,8388608,1123235,13.39,0,6,64,6,6,6,12,32.93,1
11.11.2015 00:45:00,2,0,69,1.51,8388608,1005794,11.99,0,7,64,5,5,7,10,30.5,0
11.11.2015 00:50:00,2,0,71,1.56,8388608,955462,11.39,0,7,64,5,5,7,10,29.950000000000003,0
11.11.2015 00:55:00,2,0,71,1.56,8388608,770913,9.19,0,7,64,5,5,7,10,27.75,0
11.11.2015 01:00:00,2,0,68,1.5,8388608,955462,11.39,0,6,64,5,5,6,10,28.89,0
11.11.2015 01:05:00,2,0,71,1.56,8388608,1106457,13.19,0,7,64,5,5,7,10,31.75,0
11.11.2015 01:10:00,2,0,69,1.51,8388608,1005794,11.99,0,6,64,5,5,6,10,29.5,0
11.11.2015 01:15:00,2,0,68,1.5,8388608,972240,11.59,0,7,64,5,5,7,10,30.09,0
11.11.2015 01:20:00,2,0,71,1.56,8388608,972240,11.59,0,8,64,5,5,8,10,31.15,0
11.11.2015 01:25:00,2,0,72,1.58,8388608,854799,10.19,0,8,64,6,6,8,12,31.77,0
11.11.2015 01:30:00,2,0,79,1.73,8388608,1324561,15.79,0,7,64,5,5,7,10,34.519999999999996,1
11.11.2015 01:35:00,2,0,72,1.57,8388608,1123235,13.39,0,7,64,5,5,7,10,31.96,0
11.11.2015 01:40:00,2,0,69,1.52,8388608,1089680,12.99,0,7,64,5,5,7,10,31.509999999999998,0
11.11.2015 01:45:00,2,0,69,1.52,8388608,972240,11.59,0,8,64,5,5,8,10,31.11,0
11.11.2015 01:50:00,2,0,71,1.56,8388608,1039349,12.39,0,8,64,5,5,8,10,31.950000000000003,0
11.11.2015 01:55:00,2,0,73,1.59,8388608,989017,11.79,0,8,64,5,5,8,10,31.38,0
11.11.2015 02:00:00,2,0,69,1.51,8388608,1056126,12.59,0,7,64,5,5,7,10,31.1,0
11.11.2015 02:05:00,2,0,72,1.58,8388608,1072903,12.79,0,8,64,5,5,8,10,32.37,0
11.11.2015 02:10:00,2,0,70,1.54,8388608,938685,11.19,0,7,64,6,6,7,12,31.73,0
11.11.2015 02:15:00,2,0,69,1.5,8388608,1039349,12.39,0,8,64,5,5,8,10,31.89,0
11.11.2015 02:20:00,2,0,72,1.57,8388608,1173566,13.99,0,8,64,5,5,8,10,33.56,1
11.11.2015 02:25:00,2,0,72,1.57,8388608,1056126,12.59,0,8,64,5,5,8,10,32.16,0
11.11.2015 02:30:00,2,0,78,1.71,8388608,1173566,13.99,0,7,64,5,5,7,10,32.7,0
11.11.2015 02:35:00,2,0,71,1.56,8388608,1106457,13.19,0,7,64,5,5,7,10,31.75,0
11.11.2015 02:40:00,2,0,68,1.5,8388608,989017,11.79,0,6,64,5,5,6,10,29.29,0
11.11.2015 02:45:00,2,0,69,1.5,8388608,1005794,11.99,0,6,64,5,5,6,10,29.490000000000002,0
11.11.2015 02:50:00,2,0,70,1.54,8388608,888354,10.59,0,7,64,5,5,7,10,29.13,0
11.11.2015 02:55:00,2,0,71,1.57,8388608,905131,10.79,0,7,64,6,6,7,12,31.36,0
11.11.2015 03:00:00,2,0,68,1.49,8388608,1106457,13.19,0,6,64,5,5,6,10,30.68,0
11.11.2015 03:05:00,2,0,72,1.58,8388608,1056126,12.59,0,7,64,5,5,7,10,31.17,0
11.11.2015 03:10:00,2,0,68,1.5,8388608,1056126,12.59,0,7,64,5,5,7,10,31.09,0
11.11.2015 03:15:00,2,0,68,1.49,8388608,972240,11.59,0,7,64,5,5,7,10,30.08,0
11.11.2015 03:20:00,2,0,70,1.54,8388608,938685,11.19,0,8,64,5,5,8,10,30.73,0
11.11.2015 03:25:00,2,0,72,1.59,8388608,871576,10.39,0,9,64,5,5,9,10,30.98,0
11.11.2015 03:30:00,2,0,80,1.74,8388608,1156789,13.79,0,7,64,5,5,7,10,32.53,0
11.11.2015 03:35:00,2,0,71,1.57,8388608,1140012,13.59,0,7,64,6,5,7,11,33.16,1
11.11.2015 03:40:00,2,0,69,1.52,8388608,1173566,13.99,0,7,64,6,6,7,12,34.51,1
11.11.2015 03:45:00,2,0,81,1.78,8388608,1106457,13.19,0,59,64,5,5,59,10,83.97,1
11.11.2015 03:50:00,2,0,70,1.55,8388608,1039349,12.39,0,7,64,5,5,7,10,30.94,0
11.11.2015 03:55:00,2,0,72,1.57,8388608,1223898,14.59,0,7,64,5,5,7,10,33.16,1
11.11.2015 04:00:00,2,0,68,1.5,8388608,1140012,13.59,0,6,64,5,5,6,10,31.09,0
11.11.2015 04:05:00,2,0,71,1.56,8388608,1089680,12.99,0,8,64,6,5,8,11,33.55,1
11.11.2015 04:10:00,2,0,69,1.51,8388608,955462,11.39,0,8,64,5,5,8,10,30.9,0
11.11.2015 04:15:00,2,0,68,1.5,8388608,989017,11.79,0,8,64,5,5,8,10,31.29,0
11.11.2015 04:20:00,2,0,71,1.55,8388608,938685,11.19,0,7,64,5,5,7,10,29.740000000000002,0
11.11.2015 04:25:00,2,0,72,1.57,8388608,955462,11.39,0,8,64,6,6,8,12,32.96,1
11.11.2015 04:30:00,2,0,78,1.72,8388608,1458779,17.39,0,7,64,5,5,7,10,36.11,1
11.11.2015 04:35:00,2,0,72,1.58,8388608,1223898,14.59,0,8,64,5,5,8,10,34.17,1
11.11.2015 04:40:00,2,0,70,1.53,8388608,1056126,12.59,0,7,64,5,5,7,10,31.119999999999997,0
11.11.2015 04:45:00,2,0,69,1.52,8388608,1072903,12.79,0,8,64,5,5,8,10,32.31,0
11.11.2015 04:50:00,2,0,71,1.56,8388608,1184471,14.12,0,8,64,5,5,8,10,33.68,1
11.11.2015 04:55:00,2,0,72,1.58,8388608,938685,11.19,0,9,64,5,5,9,10,31.77,0
11.11.2015 05:00:00,2,0,69,1.52,8388608,1106457,13.19,0,8,64,5,5,8,10,32.71,0
11.11.2015 05:05:00,2,0,71,1.57,8388608,977273,11.65,0,9,64,5,5,9,10,32.22,0
11.11.2015 05:10:00,2,0,72,1.58,8388608,977273,11.65,0,8,64,6,6,8,12,33.230000000000004,1
11.11.2015 05:15:00,2,0,69,1.51,8388608,1010827,12.05,0,9,64,5,5,9,10,32.56,0
11.11.2015 05:20:00,2,0,72,1.57,8388608,815373,9.72,0,8,64,5,5,8,10,29.29,0
11.11.2015 05:25:00,2,0,70,1.54,8388608,876610,10.45,0,8,64,5,5,8,10,29.99,0
11.11.2015 05:30:00,2,0,80,1.75,8388608,1346372,16.05,0,7,64,5,5,7,10,34.8,1
11.11.2015 05:35:00,2,0,71,1.56,8388608,1234803,14.72,0,7,64,5,5,7,10,33.28,1
11.11.2015 05:40:00,2,0,70,1.54,8388608,821245,9.79,0,7,64,5,5,7,10,28.33,0
11.11.2015 05:45:00,2,0,69,1.52,8388608,1044382,12.45,0,7,64,5,5,7,10,30.97,0
11.11.2015 05:50:00,2,0,71,1.55,8388608,926941,11.05,0,8,64,5,5,8,10,30.6,0
11.11.2015 05:55:00,2,0,72,1.58,8388608,1077936,12.85,0,9,64,6,6,9,12,35.43,1
11.11.2015 06:00:00,2,0,69,1.51,8388608,1056126,12.59,0,7,64,5,5,7,10,31.1,0
11.11.2015 06:05:00,2,0,72,1.58,8388608,972240,11.59,0,9,64,5,5,9,10,32.17,0
11.11.2015 06:10:00,2,0,71,1.55,8388608,1218026,14.52,0,8,64,5,5,8,10,34.07,1
11.11.2015 06:15:00,2,0,69,1.5,8388608,1385798,16.52,0,8,64,5,5,8,10,36.019999999999996,1
11.11.2015 06:20:00,2,0,72,1.57,8388608,1077936,12.85,0,7,64,5,5,7,10,31.42,0
11.11.2015 06:25:00,2,0,70,1.55,8388608,905131,10.79,0,7,64,5,5,7,10,29.34,0
11.11.2015 06:30:00,2,0,80,1.75,8388608,1201249,14.32,0,7,64,5,5,7,10,33.07,1
11.11.2015 06:35:00,2,0,72,1.58,8388608,1123235,13.39,0,8,64,5,5,8,10,32.97,1
11.11.2015 06:40:00,2,0,71,1.55,8388608,1050254,12.52,0,8,64,6,6,8,12,34.07,1
11.11.2015 06:45:00,2,0,69,1.52,8388608,1201249,14.32,0,8,64,5,5,8,10,33.84,1
11.11.2015 06:50:00,2,0,71,1.55,8388608,1050254,12.52,0,8,64,5,5,8,10,32.07,0
11.11.2015 06:55:00,2,0,71,1.55,8388608,865704,10.32,0,8,64,5,5,8,10,29.87,0
11.11.2015 07:00:00,2,0,68,1.49,8388608,1067031,12.72,0,8,64,5,5,8,10,32.21,0
11.11.2015 07:05:00,2,0,72,1.57,8388608,888354,10.59,0,8,64,5,5,8,10,30.16,0
11.11.2015 07:10:00,2,0,70,1.53,8388608,1077936,12.85,0,8,64,5,5,8,10,32.379999999999995,0
11.11.2015 07:15:00,2,0,69,1.5,8388608,1044382,12.45,0,9,64,5,5,9,10,32.95,1
11.11.2015 07:20:00,2,0,70,1.53,8388608,1016699,12.12,0,7,64,5,5,7,10,30.65,0
11.11.2015 07:25:00,2,0,71,1.55,8388608,932813,11.12,0,7,64,6,6,7,12,31.67,0
11.11.2015 07:30:00,2,0,80,1.75,8388608,1128268,13.45,0,7,64,5,5,7,10,32.2,0
11.11.2015 07:35:00,2,0,71,1.57,8388608,1016699,12.12,0,7,64,5,5,7,10,30.689999999999998,0
11.11.2015 07:40:00,2,0,69,1.52,8388608,949590,11.32,0,7,64,5,5,7,10,29.84,0
11.11.2015 07:45:00,2,0,71,1.56,8388608,994050,11.85,0,7,64,5,5,7,10,30.41,0
11.11.2015 07:50:00,2,0,72,1.57,8388608,1145045,13.65,0,7,64,5,5,7,10,32.22,0
11.11.2015 07:55:00,2,0,69,1.52,8388608,999922,11.92,0,7,64,5,5,7,10,30.439999999999998,0
11.11.2015 08:00:00,2,0,71,1.56,8388608,1033476,12.32,0,8,64,5,5,8,10,31.880000000000003,0
11.11.2015 08:05:00,2,0,72,1.57,8388608,905131,10.79,0,9,64,5,5,9,10,31.36,0
11.11.2015 08:10:00,2,0,70,1.53,8388608,943718,11.25,0,8,64,6,6,8,12,32.78,0
11.11.2015 08:15:00,2,0,71,1.56,8388608,804468,9.59,0,8,64,5,5,8,10,29.15,0
11.11.2015 08:20:00,2,0,71,1.56,8388608,1022571,12.19,0,7,64,5,5,7,10,30.75,0
11.11.2015 08:25:00,2,0,69,1.51,8388608,916036,10.92,0,7,64,5,5,7,10,29.43,0
11.11.2015 08:30:00,2,0,82,1.79,8388608,1173566,13.99,0,7,64,5,5,7,10,32.78,0
11.11.2015 08:35:00,2,0,72,1.57,8388608,1363149,16.25,0,8,64,5,5,8,10,35.82,1
11.11.2015 08:40:00,2,0,68,1.49,8388608,932813,11.12,0,8,64,5,5,8,10,30.61,0
11.11.2015 08:45:00,2,0,72,1.58,8388608,1207121,14.39,0,9,64,5,5,9,10,34.97,1
11.11.2015 08:50:00,2,0,71,1.55,8388608,949590,11.32,0,8,64,5,5,8,10,30.87,0
11.11.2015 08:55:00,2,0,70,1.54,8388608,905131,10.79,0,8,64,6,6,8,12,32.33,0
11.11.2015 09:00:00,2,0,71,1.56,8388608,938685,11.19,0,8,64,5,5,8,10,30.75,0
11.11.2015 09:05:00,2,0,72,1.58,8388608,1005794,11.99,0,8,64,5,5,8,10,31.57,0
11.11.2015 09:10:00,2,0,69,1.51,8388608,1156789,13.79,0,8,64,5,5,8,10,33.3,1
11.11.2015 09:15:00,2,0,72,1.58,8388608,1005794,11.99,0,8,64,5,5,8,10,31.57,0
11.11.2015 09:20:00,2,0,71,1.56,8388608,1123235,13.39,0,7,64,5,5,7,10,31.950000000000003,0
11.11.2015 09:25:00,2,0,69,1.52,8388608,938685,11.19,0,7,64,5,5,7,10,29.71,0
11.11.2015 09:30:00,2,0,81,1.77,8388608,1106457,13.19,0,7,64,5,5,7,10,31.96,0
11.11.2015 09:35:00,2,0,71,1.56,8388608,1358116,16.19,0,8,64,5,5,8,10,35.75,1
11.11.2015 09:40:00,2,0,70,1.54,8388608,821245,9.79,0,8,64,6,5,8,11,30.33,0
11.11.2015 09:45:00,2,0,71,1.55,8388608,1106457,13.19,0,8,64,6,6,8,12,34.74,1
11.11.2015 09:50:00,2,0,70,1.54,8388608,921908,10.99,0,7,64,5,5,7,10,29.53,0
11.11.2015 09:55:00,2,0,68,1.48,8388608,921908,10.99,0,8,64,5,5,8,10,30.47,0
11.11.2015 10:00:00,2,0,70,1.53,8388608,1039349,12.39,0,8,64,5,5,8,10,31.92,0
11.11.2015 10:05:00,2,0,70,1.53,8388608,972240,11.59,0,8,64,5,5,8,10,31.119999999999997,0
11.11.2015 10:10:00,2,0,67,1.46,8388608,854799,10.19,0,8,64,5,5,8,10,29.65,0
11.11.2015 10:15:00,2,0,70,1.54,8388608,804468,9.59,0,8,64,5,5,8,10,29.13,0
11.11.2015 10:20:00,2,0,71,1.56,8388608,938685,11.19,0,8,64,5,5,8,10,30.75,0
11.11.2015 10:25:00,2,0,70,1.53,8388608,1005794,11.99,0,8,64,5,5,8,10,31.52,0
11.11.2015 10:30:00,2,0,82,1.79,8388608,1067031,12.72,0,7,64,6,6,7,12,33.510000000000005,1
11.11.2015 10:35:00,2,0,71,1.56,8388608,1106457,13.19,0,7,64,5,5,7,10,31.75,0
11.11.2015 10:40:00,2,0,69,1.52,8388608,938685,11.19,0,8,64,5,5,8,10,30.71,0
11.11.2015 10:45:00,2,0,74,1.61,8388608,955462,11.39,0,8,64,6,5,8,11,32.0,0
11.11.2015 10:50:00,2,0,71,1.55,8388608,1072903,12.79,0,8,64,5,5,8,10,32.34,0
11.11.2015 10:55:00,2,0,69,1.51,8388608,938685,11.19,0,8,64,5,5,8,10,30.7,0
11.11.2015 11:00:00,2,0,71,1.56,8388608,921908,10.99,0,7,64,5,5,7,10,29.55,0
11.11.2015 11:05:00,2,0,72,1.58,8388608,838022,9.99,0,9,64,5,5,9,10,30.57,0
11.11.2015 11:10:00,2,0,68,1.5,8388608,989017,11.79,0,8,64,5,5,8,10,31.29,0
11.11.2015 11:15:00,2,0,73,1.6,8388608,989017,11.79,0,8,64,6,6,8,12,33.39,1
11.11.2015 11:20:00,2,0,71,1.56,8388608,1022571,12.19,0,9,64,5,5,9,10,32.75,0
11.11.2015 11:25:00,2,0,68,1.5,8388608,1190343,14.19,0,8,64,5,5,8,10,33.69,1
11.11.2015 11:30:00,2,0,80,1.76,8388608,1223898,14.59,0,7,64,5,5,7,10,33.35,1
11.11.2015 11:35:00,2,0,71,1.57,8388608,1274230,15.19,0,7,64,5,5,7,10,33.76,1
11.11.2015 11:40:00,2,0,69,1.52,8388608,1223898,14.59,0,7,64,5,5,7,10,33.11,1
11.11.2015 11:45:00,2,0,72,1.57,8388608,1022571,12.19,0,7,64,5,5,7,10,30.759999999999998,0
11.11.2015 11:50:00,2,0,70,1.54,8388608,888354,10.59,0,7,64,5,5,7,10,29.13,0
11.11.2015 11:55:00,2,0,71,1.55,8388608,821245,9.79,0,7,64,5,5,7,10,28.34,0
11.11.2015 12:00:00,2,0,72,1.58,8388608,921908,10.99,0,7,64,6,6,7,12,31.57,0
11.11.2015 12:05:00,2,0,71,1.55,8388608,1039349,12.39,0,8,64,5,5,8,10,31.94,0
11.11.2015 12:10:00,2,0,68,1.49,8388608,905131,10.79,0,6,64,5,5,6,10,28.28,0
11.11.2015 12:15:00,2,0,71,1.56,8388608,754136,8.99,0,7,64,5,5,7,10,27.55,0
11.11.2015 12:20:00,2,0,71,1.56,8388608,1022571,12.19,0,7,64,5,5,7,10,30.75,0
11.11.2015 12:25:00,2,0,70,1.54,8388608,703804,8.39,0,8,64,5,5,8,10,27.93,0
11.11.2015 12:30:00,2,0,80,1.75,8388608,1056126,12.59,0,7,64,5,5,7,10,31.34,0
11.11.2015 12:35:00,2,0,71,1.55,8388608,1274230,15.19,0,9,64,5,5,9,10,35.739999999999995,1
11.11.2015 12:40:00,2,0,69,1.52,8388608,921908,10.99,0,8,64,5,5,8,10,30.509999999999998,0
11.11.2015 12:45:00,2,0,72,1.59,8388608,1005794,11.99,0,9,64,6,6,9,12,34.58,1
11.11.2015 12:50:00,2,0,71,1.57,8388608,1056126,12.59,0,8,64,5,5,8,10,32.16,0
11.11.2015 12:55:00,2,0,69,1.51,8388608,1123235,13.39,0,8,64,5,5,8,10,32.9,1
11.11.2015 13:00:00,2,0,71,1.55,8388608,1022571,12.19,0,8,64,5,5,8,10,31.740000000000002,0
11.11.2015 13:05:00,2,0,72,1.58,8388608,1123235,13.39,0,9,64,5,5,9,10,33.97,1
11.11.2015 13:10:00,2,0,69,1.51,8388608,921908,10.99,0,7,64,5,5,7,10,29.5,0
11.11.2015 13:15:00,2,0,71,1.57,8388608,737359,8.79,0,8,64,5,5,8,10,28.36,0
11.11.2015 13:20:00,2,0,71,1.55,8388608,1044382,12.45,0,8,64,5,5,8,10,32.0,0
11.11.2015 13:25:00,2,0,69,1.51,8388608,1044382,12.45,0,8,64,6,5,8,11,32.96,1
11.11.2015 13:30:00,2,0,82,1.79,8388608,932813,11.12,0,7,64,6,6,7,12,31.91,0
11.11.2015 13:35:00,2,0,71,1.56,8388608,1161822,13.85,0,7,64,5,5,7,10,32.41,0
11.11.2015 13:40:00,2,0,67,1.48,8388608,989017,11.79,0,6,64,5,5,6,10,29.27,0
11.11.2015 13:45:00,2,0,71,1.55,8388608,1106457,13.19,0,7,64,5,5,7,10,31.740000000000002,0
11.11.2015 13:50:00,2,0,72,1.57,8388608,949590,11.32,0,7,64,5,5,7,10,29.89,0
11.11.2015 13:55:00,2,0,69,1.52,8388608,1100585,13.12,0,7,64,5,5,7,10,31.64,0
11.11.2015 14:00:00,2,0,71,1.56,8388608,882482,10.52,0,7,64,5,5,7,10,29.08,0
