tx_id,timestamp,sender,receiver,amount,fee,data
b1d6ba4b-89f0-44a8-87e7-eadb93e7c88e,2025-03-18T12:56:32,0xf6476172,0x3741ce27,94.69,2.5,{"memo":"Salary payment"}
18572bfa-09ef-408e-943a-8b01a85ee80e,2025-03-18T13:00:51,0x9359e741,0xeb5f2117,2.28,0.02,{"memo":"Loan repayment"}
6dffb9fb-4115-4013-a6ae-b142fd940d58,2025-03-18T13:03:54,0x96a0f82e,0xf2ba403f,66.81,1.1,{"memo":"Rental payment"}
79092f02-9aa0-4a3e-bb35-4745647da352,2025-03-18T13:05:55,0xef5a4297,0x21c5c788,51.48,1.72,{"memo":"Investment"}
c2b38394-9104-4d74-8fbc-fb67eec82b2d,2025-03-18T13:09:32,0xf1f6f53e,0x2b417112,3.15,0.08,{"memo":"Product purchase"}
1550e294-1ae4-483c-9d0a-5001879b7938,2025-03-18T13:10:23,0x3eb1c853,0x9e85dcf8,78.31,1.17,{"memo":"Rental payment"}
97f270c1-208a-4242-8bb2-b5fcf0d3a89a,2025-03-18T13:11:56,0x67d784e1,0xd6c68550,22.41,1.03,{"memo":"Salary payment"}
31e2833f-dee9-4ef2-9c0c-ffa3edad91de,2025-03-18T13:12:32,0x9f4f60bd,0x0103dab0,14.08,0.34,{"memo":"Donation"}
15f0bdd1-637d-4a50-a72c-560ada99fb2f,2025-03-18T13:16:41,0xf177887e,0xd1012191,83.76,3.32,{"memo":"Crowdfunding"}
6060636a-ef07-4506-aa72-a64d427f0a04,2025-03-18T13:23:51,0x04b0bf1d,0x7e51bc3f,52.0,2.06,{"memo":"Loan repayment"}
558acbfc-7ee4-4f1e-a61b-29cda822ef5b,2025-03-18T13:25:22,0x822a2cef,0x358eadc3,5.26,0.22,{"memo":"Crowdfunding"}
85e2110d-41cb-4450-bd9d-2402119ed638,2025-03-18T13:27:51,0xcdf0380d,0x14db92ad,3.32,0.11,{"memo":"Marketplace sale"}
75b8eadd-5059-4205-b6b3-6fdf9b040dd4,2025-03-18T13:33:06,0xd92342c0,0xda22d102,94.47,4.14,{"memo":"Investment"}
14aee299-0c40-477a-ad07-59fbfa56b4c8,2025-03-18T13:34:22,0x6ed61c98,0x5e9bbf40,92.65,1.22,{"memo":"Dividend distribution"}
6d326c87-21b2-45ce-b327-c8b905bd8445,2025-03-18T13:38:01,0x72ce7dfa,0x77279053,71.31,2.49,{"memo":"Product purchase"}
41b585e4-59dd-4958-bdd9-668a8b4eba76,2025-03-18T13:38:16,0xf6f5b43f,0xc3c8483f,68.94,2.67,{"memo":"Gift"}
0b823da5-8749-46e2-b48c-d058fc0fe8d7,2025-03-18T13:40:44,0x1b148f37,0xeb902981,60.59,0.79,{"memo":"Rental payment"}
3c6ebc99-ca37-4b74-85ed-ab193d80caa0,2025-03-18T13:45:59,0xc21bb240,0x27101615,1.84,0.07,{"memo":"Payment for services"}
24c752b3-51a9-46a3-a52c-6480afa6d822,2025-03-18T13:53:17,0x84110ab7,0x5b742635,15.5,0.23,{"memo":"Product purchase"}
ff214b48-e23d-4cef-a3a7-5b6efe2b5f16,2025-03-18T13:54:17,0xfffed823,0x6bc75e0b,60.35,1.23,{"memo":"Donation"}
a0dd6a1a-95e4-4925-8ea4-6ae6b335c272,2025-03-18T13:54:51,0x32e6e45f,0x5e68b37e,66.14,1.69,{"memo":"Consulting fee"}
c185ade6-1b8b-442f-9ff1-eb7143a58317,2025-03-18T13:55:27,0xbd0db0d8,0x84777a6b,41.83,0.34,{"memo":"Product purchase"}
056f4026-f531-4c81-ba6c-c8a77411f4e7,2025-03-18T13:57:43,0xac153938,0x7fd91dbe,54.99,0.6,{"memo":"Monthly subscription"}
c09bd4ce-6b24-43db-b42c-da3fad4f51b1,2025-03-18T14:02:21,0xe473437e,0xb002077c,36.87,1.28,{"memo":"Payment for services"}
f799a8af-dd77-4735-a6d2-cc67d00aee80,2025-03-18T14:02:59,0xf1fa2a61,0xdf58ba62,37.9,0.33,{"memo":"Loan repayment"}
afd3aa22-f1c8-4528-a608-2995cb6f9aef,2025-03-18T14:05:29,0x8d3d61a3,0xdb8106a2,30.69,1.48,{"memo":"Marketplace sale"}
d265dea8-be7b-4ba3-8f8a-f7780c619613,2025-03-18T14:08:17,0x5ecc1546,0xce027615,34.27,0.22,{"memo":"Marketplace sale"}
6771ddd7-4363-407e-9904-094e924425fd,2025-03-18T14:09:26,0xee397533,0x69573568,8.18,0.15,{"memo":"Marketplace sale"}
48a53cd2-bbb3-47e2-9a8b-2e1560d48f17,2025-03-18T14:10:25,0xf417baf0,0x70509f20,13.36,0.28,{"memo":"Dividend distribution"}
6e240e12-2e50-47ad-a7ff-abda07d380c6,2025-03-18T14:14:58,0xf9a3f5e3,0x5604119d,72.44,3.06,{"memo":"Donation"}
9afcbea9-c727-4c4b-bb5c-f91c027c166d,2025-03-18T14:18:40,0x33f06c5f,0xa612668e,84.01,0.68,{"memo":"Consulting fee"}
4261e928-3c5c-43fc-99d4-161e91c4fe06,2025-03-18T14:23:49,0xf76185b2,0x3cdf51a6,23.89,0.49,{"memo":"Investment"}
508b8ba5-f0ab-4f57-8861-7e8cc521acae,2025-03-18T14:26:30,0x81850254,0x7996d147,15.88,0.43,{"memo":"Gaming transaction"}
44096b9c-f55a-4896-8333-66a6b5bfd443,2025-03-18T14:30:44,0x8dce37fb,0x5a441934,74.82,0.39,{"memo":"Gift"}
b62df592-9fa1-4087-ba14-71b48c2f65ff,2025-03-18T14:32:09,0xd1756093,0x9621e57a,88.97,3.66,{"memo":"Refund"}
6b37af1f-361e-4648-a32a-788f027ad637,2025-03-18T14:37:10,0x95084c42,0x66016ec7,2.09,0.05,{"memo":"Loan repayment"}
b6b5a3e3-caca-4211-b54b-2dbb83318c9e,2025-03-18T14:38:56,0xa39d4184,0x31611366,76.61,3.22,{"memo":"Payment for services"}
a9dbdcdb-b8d3-45e1-9c3a-44aad0ba5f02,2025-03-18T14:44:26,0x1e740b7e,0xc71ed2e0,73.2,2.58,{"memo":"Contract payment"}
75490878-7c40-4890-a687-2fad529cf4ce,2025-03-18T14:48:04,0xdd243a6c,0xa0d9021e,80.35,1.03,{"memo":"Contract payment"}
4aaad085-965b-45a8-9d0c-c0a6dcf30ad4,2025-03-18T14:46:15,0x4b06c1f9,0x8b8992c3,62.4,0.99,{"memo":"Contract payment"}
b99cbe41-7784-49ff-8e11-459d229291c9,2025-03-18T14:52:39,0x43853a15,0xa9c1ac8c,90.22,3.36,{"memo":"Microtransaction fee"}
56996e1b-efb2-4fe8-ab21-627366a26ebb,2025-03-18T14:54:46,0x3570241f,0xba38bc5d,80.09,2.61,{"memo":"Microtransaction fee"}
9969b0f1-e49d-4c9d-8723-eeaad3edb57d,2025-03-18T15:00:58,0x1a279dc9,0xa3606e01,44.08,1.85,{"memo":"Loan repayment"}
4cfe40bc-cb41-4171-b2a2-42107a867272,2025-03-18T15:00:00,0xec2fe219,0x701ad9aa,80.68,2.99,{"memo":"Utility bill"}
c0e5c113-d8a9-46a2-bdb0-715139dfbb10,2025-03-18T15:02:34,0x6b65aa4e,0x5d7c0c03,58.52,2.38,{"memo":"Contract payment"}
a348b1a9-791d-45fe-8730-9532c944f0e5,2025-03-18T15:09:45,0xd6b3ff1d,0xc66f472c,90.8,4.13,{"memo":"Contract payment"}
0531033e-b8f8-461b-9d79-7a07089c9af6,2025-03-18T15:09:21,0xc3b618d9,0x1e83ba27,35.41,1.14,{"memo":"Crowdfunding"}
240c10b4-8e3d-4dbb-8858-edf9cbc9d78f,2025-03-18T15:10:15,0x0d9d61e8,0x3ba34ac5,81.05,2.72,{"memo":"Crowdfunding"}
0c24ae5f-da2a-4dfd-8199-2a4d97b4b1d4,2025-03-18T15:13:50,0x8410067e,0x43067a87,57.86,1.88,{"memo":"Utility bill"}
11a67f64-1987-49d1-83d4-43efb514ef18,2025-03-18T15:20:47,0x5a607386,0x403a4988,42.55,1.24,{"memo":"Dividend distribution"}
c211dc50-47b6-4d3e-9321-f0c8565bb227,2025-03-18T15:21:16,0x2461055e,0xefd986db,7.24,0.36,{"memo":"Product purchase"}
9bcbd893-6c66-4a27-975b-de555cfecc04,2025-03-18T15:24:25,0x5c2b412d,0x14b6f14d,78.23,0.68,{"memo":"Gaming transaction"}
bdbc0894-e733-43e7-b038-d7af747d1d32,2025-03-18T15:28:31,0x86d895c7,0x31b5eef8,98.79,3.07,{"memo":"Salary payment"}
236a5fc9-56eb-4a19-85b1-51ec8175285c,2025-03-18T15:25:34,0x7d9930fb,0xbaac8b57,59.25,1.87,{"memo":"Gaming transaction"}
ce85d806-5aa0-48d8-b971-f21baaf96d64,2025-03-18T15:31:25,0x2586b673,0xaf39094b,90.97,3.87,{"memo":"Salary payment"}
aaee7455-367c-4511-bf76-24c15ae68a23,2025-03-18T15:30:55,0xf4d83c78,0xacdfe789,21.76,0.26,{"memo":"Donation"}
96432033-caf6-4870-bf06-ddd01117ec91,2025-03-18T15:32:26,0xc558cb14,0xac80f76f,31.65,1.05,{"memo":"Rental payment"}
a4d42bbe-1ed7-4f45-83c3-9ab9f12904a1,2025-03-18T15:37:57,0x86aaa534,0xc269ca09,29.84,0.41,{"memo":"Monthly subscription"}
a697dd9e-b9e8-42b4-af4d-70f341738ad8,2025-03-18T15:38:43,0xaa068f80,0xf2c3bf18,72.23,1.57,{"memo":"Contract payment"}
b7d22c9b-f661-4bd8-99f6-48aac8f2b5bb,2025-03-18T15:40:02,0x919b6c53,0x12b5562b,31.23,1.42,{"memo":"Monthly subscription"}
307656f5-1691-49fd-b005-a54db6b3c4ea,2025-03-18T15:39:32,0xf3082251,0xee76f1b7,80.54,3.22,{"memo":"Donation"}
bc291b5a-2989-49e7-9b17-badf97a8e88c,2025-03-18T15:44:16,0x16f55c3a,0x0f25e2e1,93.25,0.97,{"memo":"Contract payment"}
dc2ef775-e5e1-4990-a15e-b4629bcf1410,2025-03-18T15:46:44,0xd7fa0605,0xa9f61942,56.49,0.81,{"memo":"Dividend distribution"}
68419583-0de5-43b1-92e3-3f7414622b9a,2025-03-18T15:46:04,0x39178be5,0xb07240c8,94.67,2.49,{"memo":"Utility bill"}
ac44a7e5-dc05-49aa-8db5-dc6db503c31d,2025-03-18T15:49:46,0x0d9c3b20,0xa6098266,53.91,1.04,{"memo":"Dividend distribution"}
46203d76-12de-4315-8609-6888fbb95ecb,2025-03-18T15:54:36,0x806ff6c7,0xe93ddf25,50.11,2.22,{"memo":"Contract payment"}
e26321ca-d857-4bc8-ba17-441ccd0353a2,2025-03-18T15:57:37,0x29a24bca,0x136f35a3,83.93,3.88,{"memo":"Rental payment"}
82c1cc4b-c18e-4702-bfe0-2d790ec3079f,2025-03-18T15:58:47,0x2d3b8d36,0x2ec960e8,49.44,2.33,{"memo":"Contract payment"}
b502c2d9-52a8-4cba-b2e9-99212cb21556,2025-03-18T16:05:11,0xe435a044,0x1220c5b2,95.51,3.61,{"memo":"Microtransaction fee"}
e10d175d-0507-45b8-8197-28a96d086a6b,2025-03-18T16:05:56,0x03141ba0,0x77ab7591,77.88,0.64,{"memo":"Consulting fee"}
5a73170b-97bb-4868-bad9-708051deec4e,2025-03-18T16:07:42,0x18e04c43,0x234ea6c0,72.22,1.65,{"memo":"Microtransaction fee"}
40f6790a-bb17-440c-b8fc-9202459ee547,2025-03-18T16:14:33,0xf8e1b990,0xd786abd8,74.27,0.72,{"memo":"Contract payment"}
abdea96e-f1d9-40cc-95c6-35043ad4d5d9,2025-03-18T16:17:01,0xb499dc6a,0xc879a372,8.51,0.38,{"memo":"Payment for services"}
49782396-ddec-45a3-84a6-9aea15e1dcee,2025-03-18T16:21:25,0xe7b47e06,0xd4f72ed6,61.06,1.94,{"memo":"Gift"}
57373538-a203-46af-9a1d-cd0615fde083,2025-03-18T16:18:35,0x57e0883c,0x4e9e97bc,32.23,0.68,{"memo":"Investment"}
6728109f-f2f6-45b4-90e8-4e3b2463d59c,2025-03-18T16:21:25,0x51dd0ff5,0x03b21bd4,84.11,2.94,{"memo":"Gift"}
061378ba-9dc6-49b5-a06b-660a11f99660,2025-03-18T16:25:34,0x65c87e8f,0xf3c2d728,32.03,1.29,{"memo":"Crowdfunding"}
2fe5689a-3e37-4591-b75e-8f530e15a8cf,2025-03-18T16:29:38,0xdae28d85,0x52b67f04,38.34,1.26,{"memo":"Product purchase"}
684c959d-db94-4c11-9ec5-5d7e319559a9,2025-03-18T16:30:02,0x788f6cf9,0x6c58a9bb,63.39,0.53,{"memo":"Utility bill"}
8eb1ee3e-b8e2-4a51-bcb6-eff702cd6cbd,2025-03-18T16:30:38,0x5f348ffc,0x345eaecd,84.35,3.44,{"memo":"Utility bill"}
60db2635-a5b0-4e44-8cd1-8ac7dd045af8,2025-03-18T16:35:18,0x21a3b635,0x8b832e9a,86.52,3.44,{"memo":"Salary payment"}
21859cf2-aec7-4edb-bfa9-a711e81e54a8,2025-03-18T16:35:37,0x203d10b2,0x7e25416b,20.11,0.62,{"memo":"Marketplace sale"}
3eab997f-4fb7-4c01-aeea-6855888e8bd1,2025-03-18T16:40:22,0x8a6d2574,0x9d2bd50b,96.63,1.67,{"memo":"Monthly subscription"}
ac0dd608-ae88-42ea-a43c-d81946c4c8e6,2025-03-18T16:48:15,0xb0fd5426,0xc2bf7400,21.5,1.03,{"memo":"Rental payment"}
de52b75f-8f60-4190-9979-b0a660e35c67,2025-03-18T16:52:12,0x18929e04,0x6295ec81,19.62,0.33,{"memo":"Monthly subscription"}
16adf2ee-f2ba-409f-9912-97f28496d632,2025-03-18T16:55:55,0x1cd55149,0x6f70c5ad,2.72,0.12,{"memo":"Gaming transaction"}
0ceb8fc4-0c55-4ae2-85fc-4d9558d88f2b,2025-03-18T16:54:58,0x1d4867c0,0xedb15088,77.36,2.13,{"memo":"Utility bill"}
1632b2ba-3d30-4093-a301-129429e20755,2025-03-18T16:56:16,0xc47cec6d,0x66ccae49,63.51,0.79,{"memo":"Gift"}
6725dee6-50c6-498d-90de-98f0100fe9a1,2025-03-18T16:57:33,0x5eac05bc,0xf59811bc,74.32,3.65,{"memo":"Investment"}
06922d29-8360-4737-8ea3-9962a90c1403,2025-03-18T17:00:31,0x259364b3,0x888e4fb1,94.22,2.99,{"memo":"Refund"}
dfa09627-d82c-40da-857a-43745fd6efb9,2025-03-18T17:05:15,0x1e93014b,0x930d6e65,16.45,0.09,{"memo":"Salary payment"}
f194ac77-837f-4d3b-ae7c-74817983238b,2025-03-18T17:09:18,0x22aa4d01,0xdb739e4e,93.74,3.15,{"memo":"Payment for services"}
471a3b56-1378-4c77-8286-174dfde75d83,2025-03-18T17:10:54,0x9c57aa79,0xa7ca72eb,35.88,0.86,{"memo":"Rental payment"}
ecbb6337-5b0f-4cc3-b31c-045908d67808,2025-03-18T17:14:45,0x9f05530b,0x4bf41efb,11.04,0.5,{"memo":"Dividend distribution"}
d0a9e815-c0db-443d-a063-689dc80d9112,2025-03-18T17:16:52,0x582e7e5a,0x54c066d8,6.07,0.12,{"memo":"Salary payment"}
b8e904db-d984-488b-b389-ec6ba8920dfe,2025-03-18T17:17:43,0x75cb73de,0xdccb35f7,49.07,1.65,{"memo":"Investment"}
bdd62e1b-9825-4800-ac1b-790ea8602d94,2025-03-18T17:18:14,0x558dab42,0xa9a66cc0,56.56,1.3,{"memo":"Rental payment"}
9fe282dd-6e1b-4111-b4d6-f3fc9ce08831,2025-03-18T17:19:30,0xb17c8e13,0x1ff79273,12.06,0.51,{"memo":"Investment"}
f4db3135-4b70-4aba-bde0-c9c4ad2352ec,2025-03-18T17:25:42,0x1f7e18ff,0x8544829e,33.05,0.79,{"memo":"Refund"}
6a529a8b-48c9-45e5-baf1-649261c5b4c1,2025-03-18T17:29:40,0x98bf0afb,0x22bf0311,26.6,0.2,{"memo":"Crowdfunding"}
c25fbfeb-e902-47a8-b654-3cda76fb691c,2025-03-18T17:33:07,0x4ad34394,0x0e6b3338,81.79,1.64,{"memo":"Rental payment"}
010cc967-ae7c-4f59-affd-fe563ddab6ff,2025-03-18T17:33:42,0xce31b8e2,0x5c1c8fbe,35.59,1.72,{"memo":"Product purchase"}
cd06ca6f-6e8e-47f9-aba2-944aa2a79804,2025-03-18T17:39:09,0x5eccf0e7,0xda9a68b1,69.42,1.72,{"memo":"Microtransaction fee"}
a935806a-5236-4913-bcac-5694e603da7e,2025-03-18T17:37:54,0xe16e934d,0xa54068a1,81.98,0.85,{"memo":"Donation"}
8bb85f08-2622-449a-a5cb-f023ae6083b3,2025-03-18T17:41:25,0x89a97d11,0x004b7487,71.11,3.2,{"memo":"Donation"}
7c475787-3b1d-4ad0-93e9-68d59548e55a,2025-03-18T17:43:00,0xa163777b,0x0d828885,94.98,1.07,{"memo":"Utility bill"}
d7fa7852-f3e4-4e52-9d1d-1d924248bef5,2025-03-18T17:41:32,0x796b1e45,0x40a67d1b,35.89,1.02,{"memo":"Marketplace sale"}
3c76a7dd-add6-413d-95ae-177b79516d47,2025-03-18T17:46:57,0x4cc9f8c3,0x3117647a,42.81,1.11,{"memo":"Microtransaction fee"}
0e6f53e3-6b4a-4a6b-b1f7-80d2c378dd29,2025-03-18T17:53:31,0xfad9ab43,0x5c7f2dae,80.3,1.86,{"memo":"Product purchase"}
f9c0fb88-8721-46f8-8ea4-3a20d12c1ce5,2025-03-18T17:52:32,0x10d7ace4,0xdc092db4,90.52,0.79,{"memo":"Microtransaction fee"}
efcb1e4b-ec56-4f12-9947-1c54eb912390,2025-03-18T17:57:30,0x34cb41f5,0x3c4f30a0,82.64,2.16,{"memo":"Dividend distribution"}
1061332c-9e38-40a2-8a1a-8e0afa5cec19,2025-03-18T18:03:33,0xc8bc5a0f,0x5f7a4417,28.84,0.77,{"memo":"Salary payment"}
ea4faf1d-65d4-4487-8e02-2136430ac3c9,2025-03-18T18:03:45,0xc0f77b65,0x81f08fa9,18.01,0.41,{"memo":"Salary payment"}
d341a337-5fcf-4c2c-9d21-980049b9777c,2025-03-18T18:10:53,0x053d6f31,0xfb2c175f,13.67,0.23,{"memo":"Payment for services"}
9016075b-306c-4d02-9382-3499fc5ec72f,2025-03-18T18:15:14,0x0909a177,0xe3b02d2b,70.02,3.26,{"memo":"Refund"}
1e88ea8b-49c1-4777-83b4-fa0ecc3c0580,2025-03-18T18:20:21,0x37d0c632,0x4b19669d,3.4,0.16,{"memo":"Marketplace sale"}
7964df21-fa91-4935-b61e-85dbbf491dc9,2025-03-18T18:19:43,0xda1b3b72,0xd9a9d89b,13.8,0.18,{"memo":"Consulting fee"}
06208c34-c3ad-4afc-9e61-cfeccdd896ff,2025-03-18T18:25:38,0xbf6bcb6d,0xfccbfddb,82.15,3.7,{"memo":"Investment"}
